"id"	"exp_condition"	"workerid"	"round"	"round_step"	"total_step"	"participant_x"	"participant_y"	"participant_action"	"participant_points"	"learner_x"	"learner_y"	"learner_action"	"reaction_time"	"is_collision"	"participant_gets_goal"	"learner_gets_goal"	"computation_time"	"learner_iterations"	"date_time"
7614	"f"	"GuvhSIUmKw"	11	1	71	1	1	"right"	11	4	1	"right"	389	0	0	0	301	0	"2015-10-15T23:02:14.188Z"
7615	"s"	"xU9jhFf4Ot"	17	4	149	2	0	"right"	14	3	1	"left"	1436	0	0	0	1263	0	"2015-10-15T23:01:59.113Z"
7616	"s"	"xU9jhFf4Ot"	17	5	150	3	0	"right"	14	2	1	"left"	1537	0	0	0	1293	0	"2015-10-15T23:02:00.986Z"
7617	"f"	"GuvhSIUmKw"	11	2	72	2	1	"right"	11	4	1	"left"	3273	1	0	0	2886	0	"2015-10-15T23:02:17.771Z"
7618	"s"	"xU9jhFf4Ot"	17	6	151	4	0	"up"	14	1	1	"left"	2012	0	1	1	1306	0	"2015-10-15T23:02:03.330Z"
7619	"f"	"GuvhSIUmKw"	11	3	73	2	1	"up"	11	4	1	"left"	3295	0	0	0	2700	0	"2015-10-15T23:02:21.574Z"
7620	"s"	"xU9jhFf4Ot"	18	0	152	0	1	"right"	15	4	1	"left"	2329	0	0	0	1235	0	"2015-10-15T23:02:08.253Z"
7621	"s"	"xU9jhFf4Ot"	18	1	153	1	1	"right"	15	3	1	"wait"	1839	1	0	0	1291	0	"2015-10-15T23:02:10.412Z"
7622	"f"	"GuvhSIUmKw"	11	4	74	2	2	"right"	11	3	1	"left"	3000	0	0	0	2728	0	"2015-10-15T23:02:25.038Z"
7623	"s"	"fqSrrryh6c"	6	0	50	0	1	"right"	4	4	1	"left"	19104	0	0	0	140	0	"2015-10-15T23:02:08.494Z"
7624	"s"	"fqSrrryh6c"	6	1	51	1	1	"right"	4	3	1	"wait"	267	1	0	0	141	0	"2015-10-15T23:02:09.082Z"
7625	"s"	"fqSrrryh6c"	6	2	52	2	1	"right"	4	3	1	"left"	319	1	0	0	156	0	"2015-10-15T23:02:09.710Z"
7626	"s"	"fqSrrryh6c"	6	3	53	2	1	"right"	4	3	1	"wait"	446	1	0	0	140	0	"2015-10-15T23:02:10.463Z"
7627	"s"	"xU9jhFf4Ot"	18	2	154	2	1	"right"	15	3	1	"left"	2279	1	0	0	1290	0	"2015-10-15T23:02:13.107Z"
7628	"s"	"fqSrrryh6c"	6	4	54	2	1	"wait"	4	3	1	"left"	495	1	0	0	172	0	"2015-10-15T23:02:11.266Z"
7629	"f"	"GuvhSIUmKw"	11	5	75	3	2	"down"	11	2	1	"left"	3030	0	0	0	2718	0	"2015-10-15T23:02:28.431Z"
7630	"s"	"fqSrrryh6c"	6	5	55	2	1	"wait"	4	3	1	"left"	643	1	0	0	180	0	"2015-10-15T23:02:12.222Z"
7631	"s"	"fqSrrryh6c"	6	6	56	2	1	"right"	4	3	1	"wait"	336	1	0	0	140	0	"2015-10-15T23:02:12.867Z"
7632	"s"	"xU9jhFf4Ot"	18	3	155	2	1	"right"	15	3	1	"wait"	2156	1	0	0	1267	0	"2015-10-15T23:02:15.578Z"
7633	"s"	"fqSrrryh6c"	6	7	57	2	1	"right"	4	3	1	"left"	495	1	0	0	157	0	"2015-10-15T23:02:13.671Z"
7634	"s"	"fqSrrryh6c"	6	8	58	2	1	"wait"	4	3	1	"wait"	464	1	0	0	140	0	"2015-10-15T23:02:14.449Z"
7635	"f"	"GuvhSIUmKw"	11	6	76	3	1	"right"	11	1	1	"left"	2718	0	1	1	2615	0	"2015-10-15T23:02:31.564Z"
7636	"s"	"fqSrrryh6c"	6	9	59	2	1	"down"	4	3	1	"wait"	327	1	0	0	179	0	"2015-10-15T23:02:15.083Z"
7637	"s"	"fqSrrryh6c"	6	10	60	2	0	"up"	4	3	1	"left"	427	1	0	0	189	0	"2015-10-15T23:02:15.820Z"
7638	"s"	"xU9jhFf4Ot"	18	4	156	2	1	"wait"	15	3	1	"wait"	1717	1	0	0	1252	0	"2015-10-15T23:02:17.640Z"
7639	"s"	"fqSrrryh6c"	6	11	61	2	0	"wait"	4	3	1	"left"	467	1	0	0	140	0	"2015-10-15T23:02:16.598Z"
7640	"s"	"fqSrrryh6c"	6	12	62	2	0	"up"	4	2	1	"left"	1081	0	0	0	282	1	"2015-10-15T23:02:17.993Z"
7641	"s"	"xU9jhFf4Ot"	18	5	157	2	1	"wait"	15	3	1	"left"	2314	1	0	0	1261	0	"2015-10-15T23:02:20.268Z"
7642	"s"	"fqSrrryh6c"	6	13	63	2	1	"right"	4	1	1	"left"	583	0	0	1	157	0	"2015-10-15T23:02:18.894Z"
7643	"s"	"xU9jhFf4Ot"	18	6	158	2	1	"wait"	15	3	1	"wait"	2117	1	0	0	1229	0	"2015-10-15T23:02:22.702Z"
7644	"s"	"fqSrrryh6c"	7	0	64	0	1	"right"	4	4	1	"right"	1068	0	0	0	172	0	"2015-10-15T23:02:22.538Z"
7645	"f"	"GuvhSIUmKw"	12	0	77	0	1	"right"	12	4	1	"up"	5028	0	0	0	2651	0	"2015-10-15T23:02:39.255Z"
7646	"s"	"fqSrrryh6c"	7	1	65	1	1	"right"	4	4	1	"left"	241	0	0	0	140	0	"2015-10-15T23:02:23.087Z"
7647	"s"	"fqSrrryh6c"	7	2	66	2	1	"right"	4	3	1	"left"	472	1	0	0	125	0	"2015-10-15T23:02:23.867Z"
7648	"s"	"xU9jhFf4Ot"	18	7	159	2	1	"wait"	15	3	1	"left"	2419	1	0	0	1234	0	"2015-10-15T23:02:25.434Z"
7649	"s"	"fqSrrryh6c"	7	3	67	2	1	"right"	4	3	1	"wait"	210	1	0	0	169	0	"2015-10-15T23:02:24.383Z"
7650	"s"	"fqSrrryh6c"	7	4	68	2	1	"wait"	4	3	1	"wait"	459	1	0	0	141	0	"2015-10-15T23:02:25.164Z"
7651	"s"	"xU9jhFf4Ot"	18	8	160	2	1	"wait"	15	3	1	"down"	2004	1	0	0	1197	0	"2015-10-15T23:02:27.750Z"
7652	"f"	"GuvhSIUmKw"	12	1	78	1	1	"right"	12	4	2	"left"	2778	0	0	0	2571	0	"2015-10-15T23:02:42.478Z"
7653	"s"	"fqSrrryh6c"	7	5	69	2	1	"wait"	4	3	1	"left"	442	1	0	0	141	0	"2015-10-15T23:02:25.917Z"
7654	"s"	"fqSrrryh6c"	7	6	70	2	1	"wait"	4	3	1	"left"	372	1	0	0	187	0	"2015-10-15T23:02:26.599Z"
7655	"s"	"fqSrrryh6c"	7	7	71	2	1	"wait"	4	3	1	"wait"	651	1	0	0	110	0	"2015-10-15T23:02:27.565Z"
7656	"s"	"xU9jhFf4Ot"	18	9	161	2	1	"right"	15	3	0	"up"	1697	1	0	0	1221	0	"2015-10-15T23:02:29.766Z"
7657	"s"	"fqSrrryh6c"	7	8	72	2	1	"down"	4	3	1	"wait"	441	1	0	0	140	0	"2015-10-15T23:02:28.322Z"
7658	"s"	"fqSrrryh6c"	7	9	73	2	0	"up"	4	3	1	"left"	365	1	0	0	140	0	"2015-10-15T23:02:29.008Z"
7659	"s"	"fqSrrryh6c"	7	10	74	2	0	"wait"	4	3	1	"left"	662	1	0	0	140	0	"2015-10-15T23:02:29.976Z"
7660	"s"	"fqSrrryh6c"	7	11	75	2	0	"right"	4	2	1	"left"	405	0	0	0	204	1	"2015-10-15T23:02:30.700Z"
7661	"s"	"xU9jhFf4Ot"	18	10	162	2	1	"wait"	15	3	0	"up"	2362	1	0	0	1237	0	"2015-10-15T23:02:32.441Z"
7662	"s"	"fqSrrryh6c"	7	12	76	3	0	"right"	4	1	1	"left"	304	0	0	1	125	0	"2015-10-15T23:02:31.307Z"
7663	"f"	"GuvhSIUmKw"	12	2	79	2	1	"down"	12	3	2	"down"	6612	0	0	0	5903	1	"2015-10-15T23:02:49.531Z"
7664	"s"	"xU9jhFf4Ot"	18	11	163	2	1	"wait"	15	3	1	"right"	2561	1	0	0	1285	0	"2015-10-15T23:02:35.386Z"
7665	"s"	"fqSrrryh6c"	8	0	77	0	1	"right"	4	4	1	"left"	340	0	0	0	125	0	"2015-10-15T23:02:34.242Z"
7666	"s"	"fqSrrryh6c"	8	1	78	1	1	"right"	4	3	1	"wait"	892	1	0	0	140	0	"2015-10-15T23:02:35.454Z"
7667	"s"	"xU9jhFf4Ot"	18	12	164	2	1	"right"	15	4	1	"left"	2509	1	0	0	1263	0	"2015-10-15T23:02:38.222Z"
7668	"f"	"GuvhSIUmKw"	12	3	80	2	0	"down"	12	3	1	"left"	3327	0	0	0	2683	0	"2015-10-15T23:02:53.404Z"
7669	"s"	"fqSrrryh6c"	8	2	79	2	1	"wait"	4	3	1	"wait"	1268	1	0	0	899	5	"2015-10-15T23:02:37.034Z"
7670	"s"	"fqSrrryh6c"	8	3	80	2	1	"wait"	4	3	1	"up"	539	1	0	0	506	2	"2015-10-15T23:02:37.883Z"
7671	"s"	"fqSrrryh6c"	8	4	81	2	1	"right"	4	3	2	"left"	573	0	0	0	187	0	"2015-10-15T23:02:38.765Z"
7672	"s"	"xU9jhFf4Ot"	18	13	165	2	1	"wait"	15	4	1	"left"	2818	1	0	0	1237	0	"2015-10-15T23:02:41.360Z"
7673	"s"	"fqSrrryh6c"	8	5	82	3	1	"right"	4	2	2	"left"	272	0	1	0	203	0	"2015-10-15T23:02:39.346Z"
7674	"f"	"GuvhSIUmKw"	12	4	81	2	0	"right"	12	2	1	"left"	3294	0	0	0	2782	0	"2015-10-15T23:02:57.112Z"
7675	"s"	"xU9jhFf4Ot"	18	14	166	2	1	"right"	15	3	1	"right"	2093	0	0	0	1271	0	"2015-10-15T23:02:43.806Z"
7676	"s"	"xU9jhFf4Ot"	18	15	167	3	1	"wait"	15	4	1	"right"	2524	1	0	0	1259	0	"2015-10-15T23:02:46.647Z"
7677	"f"	"GuvhSIUmKw"	12	5	82	3	0	"up"	12	1	1	"wait"	3923	1	0	0	2415	0	"2015-10-15T23:03:01.508Z"
7678	"f"	"GuvhSIUmKw"	12	6	83	3	1	"right"	12	1	1	"left"	2521	0	1	1	2268	0	"2015-10-15T23:03:04.502Z"
7679	"s"	"fqSrrryh6c"	9	0	83	0	1	"right"	5	4	1	"up"	11668	0	0	0	188	0	"2015-10-15T23:02:53.631Z"
7680	"f"	"GuvhSIUmKw"	13	0	84	0	1	"right"	13	4	1	"left"	3030	0	0	0	2487	0	"2015-10-15T23:03:10.213Z"
7681	"s"	"fqSrrryh6c"	9	1	84	1	1	"right"	5	4	2	"left"	396	0	0	0	219	0	"2015-10-15T23:02:54.338Z"
7682	"s"	"fqSrrryh6c"	9	2	85	2	1	"right"	5	3	2	"down"	768	1	0	0	764	3	"2015-10-15T23:02:55.414Z"
7683	"s"	"xU9jhFf4Ot"	18	16	168	3	1	"wait"	15	4	1	"up"	10795	1	0	0	9800	7	"2015-10-15T23:02:57.764Z"
7684	"f"	"GuvhSIUmKw"	13	1	85	1	1	"down"	13	3	1	"up"	3410	0	0	0	2813	0	"2015-10-15T23:03:14.059Z"
7685	"s"	"fqSrrryh6c"	9	3	86	2	1	"wait"	5	3	2	"down"	1956	1	0	0	862	4	"2015-10-15T23:02:57.679Z"
7686	"s"	"fqSrrryh6c"	9	4	87	2	1	"right"	5	3	1	"up"	1025	0	0	0	699	3	"2015-10-15T23:02:59.013Z"
7687	"s"	"fqSrrryh6c"	9	5	88	3	1	"right"	5	3	2	"left"	669	0	1	0	187	0	"2015-10-15T23:02:59.989Z"
7688	"f"	"GuvhSIUmKw"	13	2	86	1	0	"right"	13	3	2	"left"	2708	0	0	0	2449	0	"2015-10-15T23:03:17.220Z"
7689	"s"	"xU9jhFf4Ot"	18	17	169	3	1	"right"	15	4	2	"left"	7411	0	1	0	6410	4	"2015-10-15T23:03:05.499Z"
7690	"f"	"GuvhSIUmKw"	13	3	87	2	0	"right"	13	2	2	"down"	4021	0	0	0	2847	0	"2015-10-15T23:03:21.651Z"
7691	"s"	"xU9jhFf4Ot"	19	0	170	0	1	"right"	16	4	1	"right"	2043	0	0	0	1367	0	"2015-10-15T23:03:10.329Z"
7692	"f"	"GuvhSIUmKw"	13	4	88	3	0	"up"	13	2	1	"left"	3346	0	0	0	2794	0	"2015-10-15T23:03:25.625Z"
7693	"s"	"fqSrrryh6c"	10	0	89	0	1	"right"	6	4	1	"up"	9060	0	0	0	234	0	"2015-10-15T23:03:11.628Z"
7694	"s"	"xU9jhFf4Ot"	19	1	171	1	1	"right"	16	4	1	"left"	3131	0	0	0	2711	0	"2015-10-15T23:03:13.809Z"
7695	"s"	"fqSrrryh6c"	10	1	90	1	1	"right"	6	4	2	"left"	423	0	0	0	203	0	"2015-10-15T23:03:12.360Z"
7696	"f"	"GuvhSIUmKw"	13	5	89	3	1	"right"	13	1	1	"left"	2742	0	1	1	2594	0	"2015-10-15T23:03:28.808Z"
7697	"s"	"fqSrrryh6c"	10	2	91	2	1	"right"	6	3	2	"down"	239	1	0	0	203	0	"2015-10-15T23:03:12.919Z"
7698	"s"	"fqSrrryh6c"	10	3	92	2	1	"right"	6	3	2	"down"	583	1	0	0	281	0	"2015-10-15T23:03:13.816Z"
7699	"s"	"fqSrrryh6c"	10	4	93	2	1	"wait"	6	3	2	"down"	366	1	0	0	250	0	"2015-10-15T23:03:14.492Z"
7700	"s"	"fqSrrryh6c"	10	5	94	2	1	"wait"	6	3	1	"wait"	466	1	0	0	187	0	"2015-10-15T23:03:15.268Z"
7701	"s"	"xU9jhFf4Ot"	19	2	172	2	1	"right"	16	3	1	"wait"	2709	1	0	0	1274	0	"2015-10-15T23:03:17.021Z"
7702	"s"	"fqSrrryh6c"	10	6	95	2	1	"wait"	6	3	1	"left"	942	1	0	0	870	4	"2015-10-15T23:03:16.529Z"
7703	"s"	"xU9jhFf4Ot"	19	3	173	2	1	"wait"	16	3	1	"left"	1718	1	0	0	1240	0	"2015-10-15T23:03:19.072Z"
7704	"s"	"fqSrrryh6c"	10	7	96	2	1	"wait"	6	3	1	"left"	1276	1	0	0	750	3	"2015-10-15T23:03:18.112Z"
7705	"s"	"fqSrrryh6c"	10	8	97	2	1	"wait"	6	3	1	"right"	1060	1	0	0	906	4	"2015-10-15T23:03:19.480Z"
7706	"s"	"xU9jhFf4Ot"	19	4	174	2	1	"wait"	16	3	1	"left"	3380	1	0	0	1250	0	"2015-10-15T23:03:22.818Z"
7707	"s"	"fqSrrryh6c"	10	9	98	2	1	"wait"	6	4	1	"left"	1397	1	0	0	624	2	"2015-10-15T23:03:21.199Z"
7708	"f"	"GuvhSIUmKw"	14	0	90	0	1	"right"	14	4	1	"up"	6571	0	0	0	2704	0	"2015-10-15T23:03:38.095Z"
7709	"s"	"fqSrrryh6c"	10	10	99	2	1	"right"	6	3	1	"up"	514	0	0	0	203	0	"2015-10-15T23:03:22.024Z"
7710	"s"	"fqSrrryh6c"	10	11	100	3	1	"right"	6	3	2	"up"	589	0	1	0	281	0	"2015-10-15T23:03:22.923Z"
7711	"f"	"GuvhSIUmKw"	14	1	91	1	1	"right"	14	4	2	"down"	3826	0	0	0	2578	0	"2015-10-15T23:03:42.394Z"
7712	"s"	"xU9jhFf4Ot"	19	5	175	2	1	"wait"	16	3	1	"up"	7406	1	0	0	6348	4	"2015-10-15T23:03:30.685Z"
7713	"f"	"GuvhSIUmKw"	14	2	92	2	1	"right"	14	4	1	"left"	3430	1	0	0	2317	0	"2015-10-15T23:03:46.258Z"
7714	"s"	"xU9jhFf4Ot"	19	6	176	2	1	"wait"	16	3	2	"left"	4437	1	0	0	3972	2	"2015-10-15T23:03:35.476Z"
7715	"f"	"GuvhSIUmKw"	14	3	93	2	1	"down"	14	4	1	"left"	3385	0	0	0	2862	0	"2015-10-15T23:03:50.090Z"
7716	"s"	"xU9jhFf4Ot"	19	7	177	2	1	"right"	16	2	2	"left"	3468	0	0	0	2640	1	"2015-10-15T23:03:39.309Z"
7717	"f"	"GuvhSIUmKw"	14	4	94	2	0	"right"	14	3	1	"left"	2840	0	0	0	2361	0	"2015-10-15T23:03:53.347Z"
7718	"s"	"xU9jhFf4Ot"	19	8	178	3	1	"right"	16	1	2	"up"	2008	0	1	0	1279	0	"2015-10-15T23:03:41.737Z"
7719	"f"	"GuvhSIUmKw"	14	5	95	3	0	"up"	14	2	1	"left"	3607	0	0	0	3259	0	"2015-10-15T23:03:57.410Z"
7720	"f"	"GuvhSIUmKw"	14	6	96	3	1	"up"	14	1	1	"left"	2748	0	0	1	2435	0	"2015-10-15T23:04:00.578Z"
7721	"f"	"GuvhSIUmKw"	15	0	97	0	1	"right"	14	4	1	"right"	3061	0	0	0	1136	0	"2015-10-15T23:04:06.309Z"
7722	"f"	"GuvhSIUmKw"	15	1	98	1	1	"right"	14	4	1	"left"	506	0	0	0	311	0	"2015-10-15T23:04:07.137Z"
7723	"f"	"GuvhSIUmKw"	15	2	99	2	1	"down"	14	3	1	"wait"	1074	1	0	0	306	0	"2015-10-15T23:04:08.523Z"
7724	"f"	"GuvhSIUmKw"	15	3	100	2	0	"right"	14	3	1	"left"	401	0	0	0	305	0	"2015-10-15T23:04:09.234Z"
7725	"f"	"GuvhSIUmKw"	15	4	101	3	0	"up"	14	2	1	"left"	448	0	0	0	312	0	"2015-10-15T23:04:09.991Z"
7726	"f"	"GuvhSIUmKw"	15	5	102	3	1	"right"	14	1	1	"left"	388	0	1	1	379	0	"2015-10-15T23:04:10.696Z"
7727	"f"	"GuvhSIUmKw"	16	0	103	0	1	"up"	15	4	1	"down"	2614	0	0	0	307	0	"2015-10-15T23:04:15.877Z"
7728	"f"	"GuvhSIUmKw"	16	1	104	0	2	"right"	15	4	0	"up"	564	0	0	0	308	0	"2015-10-15T23:04:16.750Z"
7729	"f"	"GuvhSIUmKw"	16	2	105	1	2	"right"	15	4	1	"left"	307	0	0	0	297	0	"2015-10-15T23:04:17.371Z"
7730	"f"	"GuvhSIUmKw"	16	3	106	2	2	"right"	15	3	1	"left"	320	0	0	0	300	0	"2015-10-15T23:04:18.001Z"
7731	"f"	"GuvhSIUmKw"	16	4	107	3	2	"right"	15	2	1	"left"	312	0	0	0	296	0	"2015-10-15T23:04:18.623Z"
7732	"f"	"GuvhSIUmKw"	16	5	108	4	2	"right"	15	1	1	"left"	614	0	0	1	592	1	"2015-10-15T23:04:19.547Z"
7733	"f"	"GuvhSIUmKw"	17	0	109	0	1	"right"	15	4	1	"wait"	598	1	0	0	307	0	"2015-10-15T23:04:22.708Z"
7734	"f"	"GuvhSIUmKw"	17	1	110	1	1	"right"	15	4	1	"left"	803	0	0	0	307	0	"2015-10-15T23:04:23.821Z"
7735	"f"	"GuvhSIUmKw"	17	2	111	2	1	"up"	15	3	1	"wait"	1202	1	0	0	598	1	"2015-10-15T23:04:25.335Z"
7736	"f"	"GuvhSIUmKw"	17	3	112	2	2	"right"	15	3	1	"left"	394	0	0	0	342	0	"2015-10-15T23:04:26.039Z"
7737	"f"	"GuvhSIUmKw"	17	4	113	3	2	"down"	15	2	1	"left"	783	0	0	0	324	0	"2015-10-15T23:04:27.133Z"
7738	"f"	"GuvhSIUmKw"	17	5	114	3	1	"right"	15	1	1	"left"	400	0	1	1	322	0	"2015-10-15T23:04:27.843Z"
7739	"f"	"GuvhSIUmKw"	18	0	115	0	1	"wait"	16	4	1	"left"	3591	1	0	0	313	0	"2015-10-15T23:04:34.011Z"
7740	"s"	"fqSrrryh6c"	11	0	101	0	1	"right"	7	4	1	"down"	52277	0	0	0	110	0	"2015-10-15T23:04:19.259Z"
7741	"s"	"fqSrrryh6c"	11	1	102	1	1	"right"	7	4	0	"right"	462	0	0	0	124	0	"2015-10-15T23:04:20.043Z"
7742	"f"	"GuvhSIUmKw"	18	1	116	0	1	"wait"	16	3	1	"right"	6101	1	0	0	311	0	"2015-10-15T23:04:40.422Z"
7743	"f"	"GuvhSIUmKw"	18	2	117	0	1	"wait"	16	4	1	"right"	1683	1	0	0	305	0	"2015-10-15T23:04:42.418Z"
7744	"f"	"GuvhSIUmKw"	18	3	118	0	1	"wait"	16	4	1	"wait"	903	1	0	0	302	0	"2015-10-15T23:04:43.631Z"
7745	"f"	"GuvhSIUmKw"	18	4	119	0	1	"wait"	16	4	1	"down"	2082	1	0	0	305	0	"2015-10-15T23:04:46.025Z"
7746	"f"	"GuvhSIUmKw"	18	5	120	0	1	"wait"	16	4	0	"up"	2210	1	0	0	307	0	"2015-10-15T23:04:48.549Z"
7747	"f"	"GuvhSIUmKw"	18	6	121	0	1	"wait"	16	4	1	"right"	937	1	0	0	305	0	"2015-10-15T23:04:49.795Z"
7748	"f"	"GuvhSIUmKw"	18	7	122	0	1	"wait"	16	4	1	"wait"	2086	1	0	0	304	0	"2015-10-15T23:04:52.193Z"
7749	"f"	"GuvhSIUmKw"	18	8	123	0	1	"wait"	16	4	1	"wait"	645	1	0	0	302	0	"2015-10-15T23:04:53.152Z"
7750	"f"	"GuvhSIUmKw"	18	9	124	0	1	"wait"	16	4	1	"wait"	655	1	0	0	323	0	"2015-10-15T23:04:54.117Z"
7751	"f"	"GuvhSIUmKw"	18	10	125	0	1	"right"	16	4	1	"up"	1123	0	0	0	308	0	"2015-10-15T23:04:55.549Z"
7752	"f"	"GuvhSIUmKw"	18	11	126	1	1	"wait"	16	4	2	"left"	1575	1	0	0	300	0	"2015-10-15T23:04:57.438Z"
7753	"f"	"GuvhSIUmKw"	18	12	127	1	1	"right"	16	3	2	"left"	1305	0	0	0	316	0	"2015-10-15T23:04:59.053Z"
7754	"f"	"GuvhSIUmKw"	18	13	128	2	1	"wait"	16	2	2	"left"	708	1	0	0	312	0	"2015-10-15T23:05:00.073Z"
7755	"f"	"GuvhSIUmKw"	18	14	129	2	1	"right"	16	1	2	"left"	1850	0	0	0	1147	2	"2015-10-15T23:05:02.234Z"
7756	"f"	"GuvhSIUmKw"	18	15	130	3	1	"right"	16	0	2	"down"	510	0	1	1	446	0	"2015-10-15T23:05:03.056Z"
7757	"f"	"GuvhSIUmKw"	19	0	131	0	1	"wait"	17	4	1	"down"	1988	1	0	0	302	0	"2015-10-15T23:05:07.608Z"
7758	"s"	"fqSrrryh6c"	11	2	103	2	1	"right"	7	4	0	"up"	30885	0	0	0	265	1	"2015-10-15T23:04:51.251Z"
7759	"f"	"GuvhSIUmKw"	19	1	132	0	1	"right"	17	4	0	"up"	941	0	0	0	305	0	"2015-10-15T23:05:08.859Z"
7760	"f"	"GuvhSIUmKw"	19	2	133	1	1	"wait"	17	4	1	"left"	496	1	0	0	310	0	"2015-10-15T23:05:09.664Z"
7761	"s"	"fqSrrryh6c"	11	3	104	3	1	"right"	7	4	1	"left"	1729	1	0	0	138	0	"2015-10-15T23:04:53.297Z"
7762	"s"	"fqSrrryh6c"	11	4	105	3	1	"right"	7	4	1	"right"	498	1	0	0	109	0	"2015-10-15T23:04:54.104Z"
7763	"f"	"GuvhSIUmKw"	19	3	134	1	1	"wait"	17	3	1	"wait"	1182	1	0	0	306	0	"2015-10-15T23:05:11.155Z"
7764	"s"	"fqSrrryh6c"	11	5	106	3	1	"down"	7	4	1	"wait"	369	1	0	0	94	0	"2015-10-15T23:04:54.795Z"
7765	"s"	"fqSrrryh6c"	11	6	107	3	0	"right"	7	4	1	"left"	439	0	0	0	109	0	"2015-10-15T23:04:55.554Z"
7766	"s"	"fqSrrryh6c"	11	7	108	4	0	"up"	7	3	1	"right"	381	1	0	0	107	0	"2015-10-15T23:04:56.253Z"
7767	"f"	"GuvhSIUmKw"	19	4	135	1	1	"wait"	17	3	1	"wait"	2243	1	0	0	307	0	"2015-10-15T23:05:13.707Z"
7768	"s"	"fqSrrryh6c"	11	8	109	4	0	"up"	7	3	1	"right"	585	1	0	0	109	0	"2015-10-15T23:04:57.155Z"
7769	"s"	"fqSrrryh6c"	11	9	110	4	0	"left"	7	3	1	"right"	632	0	0	0	109	0	"2015-10-15T23:04:58.103Z"
7770	"s"	"fqSrrryh6c"	11	10	111	3	0	"up"	7	4	1	"left"	355	1	0	0	125	0	"2015-10-15T23:04:58.764Z"
7771	"s"	"fqSrrryh6c"	11	11	112	3	0	"wait"	7	4	1	"left"	486	1	0	0	118	0	"2015-10-15T23:04:59.564Z"
7772	"f"	"GuvhSIUmKw"	19	5	136	1	1	"down"	17	3	1	"left"	2135	0	0	0	315	0	"2015-10-15T23:05:16.154Z"
7773	"s"	"fqSrrryh6c"	11	12	113	3	0	"right"	7	3	1	"wait"	600	1	0	0	156	0	"2015-10-15T23:05:00.477Z"
7774	"f"	"GuvhSIUmKw"	19	6	137	1	0	"right"	17	2	1	"left"	1262	0	0	0	439	0	"2015-10-15T23:05:17.727Z"
7775	"s"	"fqSrrryh6c"	11	13	114	4	0	"up"	7	3	1	"right"	324	1	0	0	110	0	"2015-10-15T23:05:01.111Z"
7776	"s"	"fqSrrryh6c"	11	14	115	4	0	"wait"	7	3	1	"right"	314	1	0	0	94	0	"2015-10-15T23:05:01.741Z"
7777	"f"	"GuvhSIUmKw"	19	7	138	2	0	"right"	17	1	1	"up"	492	0	0	0	316	0	"2015-10-15T23:05:18.533Z"
7778	"s"	"fqSrrryh6c"	11	15	116	4	0	"wait"	7	4	1	"right"	376	1	0	0	93	0	"2015-10-15T23:05:02.434Z"
7779	"f"	"GuvhSIUmKw"	19	8	139	3	0	"up"	17	1	2	"left"	655	0	0	0	314	0	"2015-10-15T23:05:19.498Z"
7780	"s"	"fqSrrryh6c"	11	16	117	4	0	"left"	7	4	1	"left"	311	0	0	0	94	0	"2015-10-15T23:05:03.054Z"
7781	"f"	"GuvhSIUmKw"	19	9	140	3	1	"right"	17	0	2	"down"	452	0	1	1	292	0	"2015-10-15T23:05:20.261Z"
7782	"s"	"fqSrrryh6c"	11	17	118	3	0	"right"	7	3	1	"right"	348	0	0	0	94	0	"2015-10-15T23:05:03.714Z"
7783	"s"	"fqSrrryh6c"	11	18	119	4	0	"left"	7	4	1	"left"	472	0	0	0	125	0	"2015-10-15T23:05:04.504Z"
7784	"s"	"fqSrrryh6c"	11	19	120	3	0	"wait"	7	3	1	"wait"	103	1	0	0	101	0	"2015-10-15T23:05:04.912Z"
7785	"s"	"fqSrrryh6c"	11	20	121	3	0	"right"	7	3	1	"up"	371	0	0	0	94	0	"2015-10-15T23:05:05.591Z"
7786	"s"	"fqSrrryh6c"	11	21	122	4	0	"up"	7	3	2	"left"	338	0	1	0	125	0	"2015-10-15T23:05:06.248Z"
7787	"s"	"fqSrrryh6c"	12	0	123	0	1	"right"	8	4	1	"up"	520	0	0	0	94	0	"2015-10-15T23:05:09.352Z"
7788	"s"	"fqSrrryh6c"	12	1	124	1	1	"right"	8	4	2	"wait"	181	1	0	0	94	0	"2015-10-15T23:05:09.855Z"
7789	"s"	"fqSrrryh6c"	12	2	125	2	1	"right"	8	4	2	"down"	565	0	0	0	406	3	"2015-10-15T23:05:10.739Z"
7790	"s"	"fqSrrryh6c"	12	3	126	3	1	"right"	8	4	1	"left"	457	1	0	0	94	0	"2015-10-15T23:05:11.506Z"
7791	"s"	"fqSrrryh6c"	12	4	127	3	1	"up"	8	4	1	"wait"	521	1	0	0	125	0	"2015-10-15T23:05:12.346Z"
7792	"s"	"fqSrrryh6c"	12	5	128	3	2	"right"	8	4	1	"left"	920	0	0	0	297	2	"2015-10-15T23:05:13.582Z"
7793	"s"	"fqSrrryh6c"	12	6	129	4	2	"down"	8	3	1	"up"	639	0	1	0	499	4	"2015-10-15T23:05:14.543Z"
7794	"s"	"fqSrrryh6c"	13	0	130	0	1	"right"	9	4	1	"left"	392	0	0	0	125	0	"2015-10-15T23:05:17.500Z"
7795	"s"	"fqSrrryh6c"	13	1	131	1	1	"right"	9	3	1	"left"	160	1	0	0	109	0	"2015-10-15T23:05:17.978Z"
