"id"	"exp_condition"	"workerid"	"round"	"round_step"	"total_step"	"participant_x"	"participant_y"	"participant_action"	"participant_points"	"learner_x"	"learner_y"	"learner_action"	"reaction_time"	"is_collision"	"participant_gets_goal"	"learner_gets_goal"	"computation_time"	"learner_iterations"	"date_time"
7432	"s"	"yDpYieAXD8"	16	14	147	2	1	"right"	12	3	1	"wait"	528	1	0	0	234	0	"2015-10-15T22:58:08.619Z"
7433	"s"	"yDpYieAXD8"	16	16	149	2	1	"right"	12	3	1	"wait"	350	1	0	0	171	0	"2015-10-15T22:58:09.799Z"
7434	"s"	"xU9jhFf4Ot"	9	6	90	4	0	"up"	7	1	1	"left"	1611	0	1	1	1325	0	"2015-10-15T22:58:56.793Z"
7435	"s"	"yDpYieAXD8"	16	17	150	2	1	"right"	12	3	1	"wait"	192	1	0	0	137	0	"2015-10-15T22:58:10.312Z"
7436	"s"	"yDpYieAXD8"	16	18	151	2	1	"right"	12	3	1	"wait"	327	1	0	0	156	0	"2015-10-15T22:58:10.974Z"
7437	"s"	"yDpYieAXD8"	16	19	152	2	1	"right"	12	3	1	"left"	336	1	0	0	234	0	"2015-10-15T22:58:11.619Z"
7438	"s"	"xU9jhFf4Ot"	10	0	91	0	1	"right"	8	4	1	"down"	2197	0	0	0	1216	0	"2015-10-15T22:59:02.213Z"
7439	"s"	"yDpYieAXD8"	16	21	154	2	1	"right"	12	3	1	"wait"	386	1	0	0	234	0	"2015-10-15T22:58:13.270Z"
7440	"s"	"xU9jhFf4Ot"	10	1	92	1	1	"right"	8	4	0	"left"	3630	0	0	0	1256	0	"2015-10-15T22:59:06.179Z"
7441	"s"	"yDpYieAXD8"	16	23	156	2	1	"wait"	12	3	1	"left"	900	1	0	0	266	0	"2015-10-15T22:58:15.022Z"
7442	"s"	"yDpYieAXD8"	16	24	157	2	1	"wait"	12	3	1	"left"	472	1	0	0	250	0	"2015-10-15T22:58:15.802Z"
7443	"s"	"xU9jhFf4Ot"	10	2	93	2	1	"right"	8	3	0	"up"	1961	1	0	0	1270	0	"2015-10-15T22:59:08.620Z"
7444	"s"	"yDpYieAXD8"	16	22	155	2	1	"right"	12	3	1	"left"	225	1	0	0	211	0	"2015-10-15T22:58:13.816Z"
7445	"f"	"GuvhSIUmKw"	1	3	9	1	2	"right"	1	3	2	"down"	23162	0	0	0	12219	3	"2015-10-15T22:59:26.450Z"
7446	"s"	"yDpYieAXD8"	16	25	158	2	1	"wait"	12	3	1	"left"	408	1	0	0	265	0	"2015-10-15T22:58:16.527Z"
7447	"s"	"yDpYieAXD8"	16	26	159	2	1	"wait"	12	3	1	"wait"	365	1	0	0	265	0	"2015-10-15T22:58:17.199Z"
7448	"s"	"xU9jhFf4Ot"	10	3	94	2	1	"right"	8	3	0	"up"	4337	1	0	0	1226	0	"2015-10-15T22:59:13.345Z"
7449	"s"	"xU9jhFf4Ot"	10	4	95	2	1	"wait"	8	3	0	"up"	2941	1	0	0	1252	0	"2015-10-15T22:59:16.601Z"
7450	"s"	"xU9jhFf4Ot"	10	5	96	2	1	"down"	8	3	1	"wait"	2888	1	0	0	1266	0	"2015-10-15T22:59:19.810Z"
7451	"s"	"xU9jhFf4Ot"	10	6	97	2	0	"right"	8	3	1	"left"	1836	0	0	0	1263	0	"2015-10-15T22:59:23.424Z"
7452	"s"	"xU9jhFf4Ot"	10	7	98	3	0	"right"	8	2	1	"left"	1683	0	0	0	1303	0	"2015-10-15T22:59:25.436Z"
7453	"f"	"GuvhSIUmKw"	1	4	10	2	2	"up"	1	3	1	"left"	13767	0	0	0	9094	2	"2015-10-15T22:59:40.622Z"
7454	"s"	"xU9jhFf4Ot"	10	8	99	4	0	"up"	8	1	1	"left"	1563	0	1	1	1259	0	"2015-10-15T22:59:27.317Z"
7455	"s"	"xU9jhFf4Ot"	11	0	100	0	1	"right"	9	4	1	"down"	1875	0	0	0	1234	0	"2015-10-15T22:59:31.775Z"
7456	"s"	"xU9jhFf4Ot"	11	1	101	1	1	"right"	9	4	0	"left"	1800	0	0	0	1404	0	"2015-10-15T22:59:33.923Z"
7457	"f"	"GuvhSIUmKw"	1	5	11	2	2	"up"	1	2	1	"down"	6988	0	0	0	2854	0	"2015-10-15T22:59:48.012Z"
7458	"s"	"xU9jhFf4Ot"	11	2	102	2	1	"right"	9	3	0	"up"	1906	1	0	0	1354	0	"2015-10-15T22:59:36.187Z"
7459	"f"	"GuvhSIUmKw"	1	6	12	2	2	"right"	1	2	0	"wait"	7295	1	0	0	5949	1	"2015-10-15T22:59:55.734Z"
7460	"s"	"xU9jhFf4Ot"	11	3	103	2	1	"right"	9	3	0	"up"	6630	1	0	0	1253	0	"2015-10-15T22:59:43.199Z"
7461	"s"	"xU9jhFf4Ot"	11	4	104	2	1	"down"	9	3	0	"up"	3435	0	0	0	1251	0	"2015-10-15T22:59:46.963Z"
7462	"s"	"xU9jhFf4Ot"	11	5	105	2	0	"right"	9	3	1	"left"	1784	0	0	0	1237	0	"2015-10-15T22:59:49.081Z"
7463	"f"	"GuvhSIUmKw"	1	7	13	3	2	"right"	1	2	0	"up"	6984	0	0	0	5618	1	"2015-10-15T23:00:03.116Z"
7464	"s"	"xU9jhFf4Ot"	11	6	106	3	0	"right"	9	2	1	"left"	1646	0	0	0	1263	0	"2015-10-15T22:59:51.046Z"
7465	"s"	"xU9jhFf4Ot"	11	7	107	4	0	"up"	9	1	1	"left"	1594	0	1	1	1257	0	"2015-10-15T22:59:52.984Z"
7466	"s"	"xU9jhFf4Ot"	12	0	108	0	1	"right"	10	4	1	"right"	1812	0	0	0	1207	0	"2015-10-15T22:59:57.384Z"
7467	"s"	"xU9jhFf4Ot"	12	1	109	1	1	"right"	10	4	1	"wait"	1865	1	0	0	1351	0	"2015-10-15T23:00:00.931Z"
7468	"s"	"xU9jhFf4Ot"	12	2	110	2	1	"right"	10	4	1	"left"	1744	1	0	0	1286	0	"2015-10-15T23:00:03.013Z"
7469	"s"	"xU9jhFf4Ot"	12	3	111	2	1	"right"	10	4	1	"left"	2029	1	0	0	1251	0	"2015-10-15T23:00:05.357Z"
7470	"s"	"xU9jhFf4Ot"	12	4	112	2	1	"down"	10	4	1	"left"	4340	0	0	0	1241	0	"2015-10-15T23:00:10.061Z"
7471	"s"	"xU9jhFf4Ot"	12	5	113	2	0	"right"	10	3	1	"left"	1536	0	0	0	1241	0	"2015-10-15T23:00:11.920Z"
7472	"f"	"GuvhSIUmKw"	1	8	14	4	2	"down"	1	2	1	"left"	25274	0	1	0	24195	7	"2015-10-15T23:00:28.857Z"
7473	"s"	"xU9jhFf4Ot"	12	6	114	3	0	"right"	10	2	1	"left"	3242	0	0	0	1218	0	"2015-10-15T23:00:15.512Z"
7474	"s"	"xU9jhFf4Ot"	12	7	115	4	0	"up"	10	1	1	"left"	1479	0	1	1	1220	0	"2015-10-15T23:00:17.313Z"
7475	"s"	"xU9jhFf4Ot"	13	0	116	0	1	"right"	11	4	1	"up"	1997	0	0	0	1186	0	"2015-10-15T23:00:21.984Z"
7476	"f"	"GuvhSIUmKw"	2	0	15	0	1	"right"	2	4	1	"left"	5509	0	0	0	950	2	"2015-10-15T23:00:37.034Z"
7477	"s"	"xU9jhFf4Ot"	13	1	117	1	1	"right"	11	4	2	"down"	1720	0	0	0	1209	0	"2015-10-15T23:00:24.079Z"
7478	"f"	"GuvhSIUmKw"	2	1	16	1	1	"down"	2	3	1	"left"	2778	0	0	0	625	1	"2015-10-15T23:00:40.129Z"
7479	"s"	"fqSrrryh6c"	0	0	0	0	1	"right"	0	4	1	"left"	2366	0	0	0	235	1	"2015-10-15T23:00:23.758Z"
7480	"s"	"xU9jhFf4Ot"	13	2	118	2	1	"right"	11	4	1	"left"	1709	1	0	0	1185	0	"2015-10-15T23:00:26.114Z"
7481	"s"	"fqSrrryh6c"	0	1	1	1	1	"up"	0	3	1	"left"	588	0	0	0	171	0	"2015-10-15T23:00:24.670Z"
7482	"f"	"GuvhSIUmKw"	2	2	17	1	0	"right"	2	2	1	"up"	1369	0	0	0	376	0	"2015-10-15T23:00:41.808Z"
7483	"s"	"fqSrrryh6c"	0	2	2	1	2	"right"	0	2	1	"left"	967	0	0	0	250	1	"2015-10-15T23:00:25.954Z"
7484	"f"	"GuvhSIUmKw"	2	3	18	2	0	"right"	2	2	2	"down"	650	0	0	0	320	0	"2015-10-15T23:00:42.768Z"
7485	"s"	"fqSrrryh6c"	0	3	3	2	2	"right"	0	1	1	"left"	556	0	0	1	381	3	"2015-10-15T23:00:26.822Z"
7486	"s"	"xU9jhFf4Ot"	13	3	119	2	1	"down"	11	4	1	"left"	2840	0	0	0	1257	0	"2015-10-15T23:00:29.273Z"
7487	"f"	"GuvhSIUmKw"	2	4	19	3	0	"right"	2	2	1	"left"	2448	0	0	0	1855	5	"2015-10-15T23:00:45.527Z"
7488	"s"	"fqSrrryh6c"	1	0	4	0	1	"right"	0	4	1	"left"	810	0	0	0	156	0	"2015-10-15T23:00:30.227Z"
7489	"s"	"xU9jhFf4Ot"	13	4	120	2	0	"right"	11	3	1	"left"	1922	0	0	0	1244	0	"2015-10-15T23:00:31.543Z"
7490	"s"	"fqSrrryh6c"	1	1	5	1	1	"right"	0	3	1	"left"	444	1	0	0	172	0	"2015-10-15T23:00:30.978Z"
7491	"s"	"xU9jhFf4Ot"	13	5	121	3	0	"right"	11	2	1	"left"	1778	0	0	0	1224	0	"2015-10-15T23:00:33.647Z"
7492	"s"	"fqSrrryh6c"	1	2	6	1	1	"right"	0	3	1	"left"	640	1	0	0	140	0	"2015-10-15T23:00:31.930Z"
7493	"f"	"GuvhSIUmKw"	2	5	20	4	0	"up"	2	1	1	"left"	2670	0	1	1	2451	7	"2015-10-15T23:00:48.506Z"
7494	"s"	"fqSrrryh6c"	1	3	7	1	1	"right"	0	3	1	"right"	553	0	0	0	172	0	"2015-10-15T23:00:32.797Z"
7495	"s"	"fqSrrryh6c"	1	4	8	2	1	"right"	0	4	1	"wait"	859	1	0	0	234	1	"2015-10-15T23:00:33.976Z"
7496	"s"	"fqSrrryh6c"	1	5	9	3	1	"right"	0	4	1	"up"	803	0	1	0	516	4	"2015-10-15T23:00:35.090Z"
7497	"f"	"GuvhSIUmKw"	3	0	21	0	1	"right"	3	4	1	"wait"	1581	1	0	0	306	0	"2015-10-15T23:00:52.650Z"
7498	"s"	"xU9jhFf4Ot"	13	6	122	4	0	"up"	11	1	1	"left"	3835	0	1	1	1597	0	"2015-10-15T23:00:38.006Z"
7499	"s"	"fqSrrryh6c"	2	0	10	0	1	"right"	1	4	1	"down"	513	0	0	0	140	0	"2015-10-15T23:00:38.198Z"
7500	"f"	"GuvhSIUmKw"	3	1	22	1	1	"right"	3	4	1	"wait"	1933	1	0	0	925	2	"2015-10-15T23:00:54.893Z"
7501	"s"	"fqSrrryh6c"	2	1	11	1	1	"right"	1	4	0	"left"	333	0	0	0	141	0	"2015-10-15T23:00:38.840Z"
7502	"s"	"fqSrrryh6c"	2	2	12	2	1	"right"	1	3	0	"up"	342	1	0	0	157	0	"2015-10-15T23:00:39.499Z"
7503	"s"	"fqSrrryh6c"	2	3	13	2	1	"right"	1	3	0	"up"	439	1	0	0	104	0	"2015-10-15T23:00:40.253Z"
7504	"f"	"GuvhSIUmKw"	3	2	23	2	1	"up"	3	4	1	"left"	1826	0	0	0	1303	3	"2015-10-15T23:00:57.031Z"
7505	"s"	"fqSrrryh6c"	2	4	14	2	1	"right"	1	3	0	"up"	609	1	0	0	153	0	"2015-10-15T23:00:41.174Z"
7506	"s"	"xU9jhFf4Ot"	14	0	123	0	1	"right"	12	4	1	"right"	2483	0	0	0	1640	0	"2015-10-15T23:00:43.285Z"
7507	"s"	"fqSrrryh6c"	2	5	15	2	1	"down"	1	3	0	"up"	1113	0	0	0	157	0	"2015-10-15T23:00:42.623Z"
7508	"f"	"GuvhSIUmKw"	3	3	24	2	2	"right"	3	3	1	"left"	2277	0	0	0	1419	3	"2015-10-15T23:00:59.626Z"
7509	"s"	"fqSrrryh6c"	2	6	16	2	0	"right"	1	3	1	"left"	503	0	0	0	219	1	"2015-10-15T23:00:43.437Z"
7510	"s"	"xU9jhFf4Ot"	14	1	124	1	1	"right"	12	4	1	"right"	2208	0	0	0	1660	0	"2015-10-15T23:00:45.939Z"
7511	"s"	"fqSrrryh6c"	2	7	17	3	0	"right"	1	2	1	"left"	614	0	0	0	156	0	"2015-10-15T23:00:44.372Z"
7512	"f"	"GuvhSIUmKw"	3	4	25	3	2	"down"	3	2	1	"left"	1223	0	0	0	620	1	"2015-10-15T23:01:01.164Z"
7513	"s"	"fqSrrryh6c"	2	8	18	4	0	"up"	1	1	1	"left"	605	0	1	1	474	3	"2015-10-15T23:00:45.302Z"
7514	"f"	"GuvhSIUmKw"	3	5	26	3	1	"right"	3	1	1	"left"	461	0	1	1	352	0	"2015-10-15T23:01:01.936Z"
7515	"s"	"xU9jhFf4Ot"	14	2	125	2	1	"right"	12	4	1	"left"	2680	1	0	0	1648	0	"2015-10-15T23:00:48.962Z"
7516	"s"	"xU9jhFf4Ot"	14	3	126	2	1	"down"	12	4	1	"left"	2748	0	0	0	1569	0	"2015-10-15T23:00:52.046Z"
7517	"f"	"GuvhSIUmKw"	4	0	27	0	1	"right"	4	4	1	"left"	3501	0	0	0	327	0	"2015-10-15T23:01:07.999Z"
7518	"f"	"GuvhSIUmKw"	4	1	28	1	1	"down"	4	3	1	"right"	1183	0	0	0	311	0	"2015-10-15T23:01:09.495Z"
7519	"s"	"xU9jhFf4Ot"	14	4	127	2	0	"right"	12	3	1	"left"	1909	0	0	0	1439	0	"2015-10-15T23:00:54.562Z"
7520	"f"	"GuvhSIUmKw"	4	2	29	1	0	"right"	4	4	1	"left"	656	0	0	0	312	0	"2015-10-15T23:01:10.463Z"
7521	"f"	"GuvhSIUmKw"	4	3	30	2	0	"right"	4	3	1	"left"	471	0	0	0	307	0	"2015-10-15T23:01:11.244Z"
7522	"f"	"GuvhSIUmKw"	4	4	31	3	0	"right"	4	2	1	"left"	1288	0	0	0	1244	3	"2015-10-15T23:01:12.844Z"
7523	"s"	"xU9jhFf4Ot"	14	5	128	3	0	"right"	12	2	1	"left"	2306	0	0	0	1629	0	"2015-10-15T23:00:57.546Z"
7524	"f"	"GuvhSIUmKw"	4	5	32	4	0	"up"	4	1	1	"left"	613	0	1	1	438	0	"2015-10-15T23:01:13.790Z"
7525	"s"	"xU9jhFf4Ot"	14	6	129	4	0	"up"	12	1	1	"left"	2084	0	1	1	1535	0	"2015-10-15T23:00:59.968Z"
7526	"f"	"GuvhSIUmKw"	5	0	33	0	1	"right"	5	4	1	"wait"	1740	1	0	0	332	0	"2015-10-15T23:01:18.099Z"
7527	"f"	"GuvhSIUmKw"	5	1	34	1	1	"right"	5	4	1	"left"	610	0	0	0	324	0	"2015-10-15T23:01:19.021Z"
7528	"s"	"fqSrrryh6c"	3	0	19	0	1	"right"	2	4	1	"down"	15081	0	0	0	140	0	"2015-10-15T23:01:02.970Z"
7529	"f"	"GuvhSIUmKw"	5	2	35	2	1	"up"	5	3	1	"wait"	465	1	0	0	310	0	"2015-10-15T23:01:19.798Z"
7530	"s"	"fqSrrryh6c"	3	1	20	1	1	"right"	2	4	0	"left"	330	0	0	0	122	0	"2015-10-15T23:01:03.620Z"
7531	"s"	"fqSrrryh6c"	3	2	21	2	1	"right"	2	3	0	"up"	180	1	0	0	108	0	"2015-10-15T23:01:04.107Z"
7532	"f"	"GuvhSIUmKw"	5	3	36	2	2	"right"	5	3	1	"left"	1123	0	0	0	919	2	"2015-10-15T23:01:21.231Z"
7533	"s"	"xU9jhFf4Ot"	15	0	130	0	1	"right"	13	4	1	"down"	2358	0	0	0	1636	0	"2015-10-15T23:01:07.560Z"
7534	"s"	"fqSrrryh6c"	3	3	22	2	1	"right"	2	3	0	"up"	354	1	0	0	125	0	"2015-10-15T23:01:04.808Z"
7535	"f"	"GuvhSIUmKw"	5	4	37	3	2	"right"	5	2	1	"left"	569	0	0	0	302	0	"2015-10-15T23:01:22.110Z"
7536	"s"	"fqSrrryh6c"	3	4	23	2	1	"down"	2	3	0	"up"	1148	0	0	0	141	0	"2015-10-15T23:01:06.276Z"
7537	"f"	"GuvhSIUmKw"	5	5	38	4	2	"down"	5	1	1	"left"	530	0	1	1	322	0	"2015-10-15T23:01:22.954Z"
7538	"s"	"fqSrrryh6c"	3	5	24	2	0	"right"	2	3	1	"left"	523	0	0	0	125	0	"2015-10-15T23:01:07.121Z"
7539	"s"	"fqSrrryh6c"	3	6	25	3	0	"right"	2	2	1	"left"	216	0	0	0	125	0	"2015-10-15T23:01:07.654Z"
7540	"s"	"fqSrrryh6c"	3	7	26	4	0	"up"	2	1	1	"left"	272	0	1	1	125	0	"2015-10-15T23:01:08.246Z"
7541	"s"	"xU9jhFf4Ot"	15	1	131	1	1	"right"	13	4	0	"up"	2135	0	0	0	1639	0	"2015-10-15T23:01:10.107Z"
7542	"f"	"GuvhSIUmKw"	6	0	39	0	1	"right"	6	4	1	"up"	877	0	0	0	305	0	"2015-10-15T23:01:26.393Z"
7543	"f"	"GuvhSIUmKw"	6	1	40	1	1	"down"	6	4	2	"down"	607	0	0	0	310	0	"2015-10-15T23:01:27.309Z"
7544	"s"	"xU9jhFf4Ot"	15	2	132	2	1	"right"	13	4	1	"left"	2450	1	0	0	1670	0	"2015-10-15T23:01:12.936Z"
7545	"s"	"fqSrrryh6c"	4	0	27	0	1	"right"	3	4	1	"down"	406	0	0	0	141	0	"2015-10-15T23:01:11.231Z"
7546	"s"	"fqSrrryh6c"	4	1	28	1	1	"right"	3	4	0	"left"	313	0	0	0	201	0	"2015-10-15T23:01:11.862Z"
7547	"f"	"GuvhSIUmKw"	6	2	41	1	0	"right"	6	4	1	"left"	934	0	0	0	303	0	"2015-10-15T23:01:28.558Z"
7548	"f"	"GuvhSIUmKw"	6	3	42	2	0	"right"	6	3	1	"left"	578	0	0	0	436	0	"2015-10-15T23:01:29.448Z"
7549	"s"	"fqSrrryh6c"	4	2	29	2	1	"right"	3	3	0	"up"	811	1	0	0	156	0	"2015-10-15T23:01:12.980Z"
7550	"s"	"fqSrrryh6c"	4	3	30	2	1	"right"	3	3	0	"up"	579	1	0	0	140	0	"2015-10-15T23:01:13.876Z"
7551	"s"	"xU9jhFf4Ot"	15	3	133	2	1	"down"	13	4	1	"left"	2641	0	0	0	1624	0	"2015-10-15T23:01:16.123Z"
7552	"f"	"GuvhSIUmKw"	6	4	43	3	0	"up"	6	2	1	"left"	1361	0	0	0	310	0	"2015-10-15T23:01:31.118Z"
7553	"s"	"fqSrrryh6c"	4	4	31	2	1	"right"	3	3	0	"up"	381	1	0	0	141	0	"2015-10-15T23:01:14.569Z"
7554	"s"	"fqSrrryh6c"	4	5	32	2	1	"right"	3	3	0	"up"	330	1	0	0	92	0	"2015-10-15T23:01:15.208Z"
7555	"s"	"fqSrrryh6c"	4	6	33	2	1	"right"	3	3	0	"up"	491	1	0	0	200	0	"2015-10-15T23:01:16.022Z"
7556	"s"	"xU9jhFf4Ot"	15	4	134	2	0	"right"	13	3	1	"left"	2240	0	0	0	1647	0	"2015-10-15T23:01:18.683Z"
7557	"s"	"fqSrrryh6c"	4	7	34	2	1	"wait"	3	3	0	"up"	532	1	0	0	147	0	"2015-10-15T23:01:16.862Z"
7558	"f"	"GuvhSIUmKw"	6	5	44	3	1	"right"	6	1	1	"left"	3062	0	1	1	326	0	"2015-10-15T23:01:34.502Z"
7559	"s"	"fqSrrryh6c"	4	8	35	2	1	"right"	3	3	1	"wait"	881	1	0	0	187	0	"2015-10-15T23:01:18.061Z"
7560	"s"	"xU9jhFf4Ot"	15	5	135	3	0	"right"	13	2	1	"left"	2001	0	0	0	1604	0	"2015-10-15T23:01:21.077Z"
7561	"s"	"fqSrrryh6c"	4	9	36	2	1	"wait"	3	3	1	"left"	839	1	0	0	172	0	"2015-10-15T23:01:19.212Z"
7562	"s"	"fqSrrryh6c"	4	10	37	2	1	"down"	3	3	1	"left"	459	0	0	0	125	0	"2015-10-15T23:01:19.996Z"
7563	"s"	"fqSrrryh6c"	4	11	38	2	0	"right"	3	2	1	"left"	520	0	0	0	140	0	"2015-10-15T23:01:20.841Z"
7564	"s"	"fqSrrryh6c"	4	12	39	3	0	"right"	3	1	1	"left"	279	0	0	1	156	0	"2015-10-15T23:01:21.435Z"
7565	"f"	"GuvhSIUmKw"	7	0	45	0	1	"right"	7	4	1	"left"	1278	0	0	0	301	0	"2015-10-15T23:01:38.341Z"
7566	"s"	"xU9jhFf4Ot"	15	6	136	4	0	"right"	13	1	1	"left"	2041	0	0	1	1674	0	"2015-10-15T23:01:23.438Z"
7567	"f"	"GuvhSIUmKw"	7	1	46	1	1	"right"	7	3	1	"up"	615	0	0	0	316	0	"2015-10-15T23:01:39.268Z"
7568	"f"	"GuvhSIUmKw"	7	2	47	2	1	"right"	7	3	2	"down"	1609	1	0	0	1237	3	"2015-10-15T23:01:41.189Z"
7569	"s"	"xU9jhFf4Ot"	16	0	137	0	1	"right"	13	4	1	"up"	2072	0	0	0	1542	0	"2015-10-15T23:01:28.111Z"
7570	"f"	"GuvhSIUmKw"	7	3	48	2	1	"down"	7	3	2	"down"	1723	0	0	0	607	1	"2015-10-15T23:01:43.223Z"
7571	"f"	"GuvhSIUmKw"	7	4	49	2	0	"right"	7	3	1	"left"	329	0	0	0	302	0	"2015-10-15T23:01:43.861Z"
7572	"s"	"xU9jhFf4Ot"	16	1	138	1	1	"right"	13	4	2	"down"	2042	0	0	0	1530	0	"2015-10-15T23:01:30.472Z"
7573	"f"	"GuvhSIUmKw"	7	5	50	3	0	"up"	7	2	1	"left"	873	0	0	0	461	0	"2015-10-15T23:01:45.045Z"
7574	"f"	"GuvhSIUmKw"	7	6	51	3	1	"right"	7	1	1	"left"	447	0	1	1	386	0	"2015-10-15T23:01:45.801Z"
7575	"s"	"xU9jhFf4Ot"	16	2	139	2	1	"right"	13	4	1	"left"	2151	1	0	0	1565	0	"2015-10-15T23:01:32.947Z"
7576	"f"	"GuvhSIUmKw"	8	0	52	0	1	"right"	8	4	1	"right"	984	0	0	0	322	0	"2015-10-15T23:01:49.346Z"
7577	"s"	"xU9jhFf4Ot"	16	3	140	2	1	"right"	13	4	1	"left"	2656	1	0	0	1535	0	"2015-10-15T23:01:35.950Z"
7578	"f"	"GuvhSIUmKw"	8	1	53	1	1	"right"	8	4	1	"left"	414	0	0	0	319	0	"2015-10-15T23:01:50.070Z"
7579	"f"	"GuvhSIUmKw"	8	2	54	2	1	"up"	8	3	1	"wait"	1348	1	0	0	1226	3	"2015-10-15T23:01:51.730Z"
7580	"s"	"fqSrrryh6c"	5	0	40	0	1	"right"	3	4	1	"down"	11927	0	0	0	156	0	"2015-10-15T23:01:35.928Z"
7581	"f"	"GuvhSIUmKw"	8	3	55	2	2	"right"	8	3	1	"left"	505	0	0	0	300	0	"2015-10-15T23:01:52.548Z"
7582	"s"	"xU9jhFf4Ot"	16	4	141	2	1	"down"	13	4	1	"left"	1966	0	0	0	1555	0	"2015-10-15T23:01:38.236Z"
7583	"f"	"GuvhSIUmKw"	8	4	56	3	2	"down"	8	2	1	"left"	424	0	0	0	327	0	"2015-10-15T23:01:53.284Z"
7584	"s"	"fqSrrryh6c"	5	1	41	1	1	"right"	3	4	0	"left"	1007	0	0	0	140	0	"2015-10-15T23:01:37.254Z"
7585	"f"	"GuvhSIUmKw"	8	5	57	3	1	"right"	8	1	1	"left"	344	0	1	1	307	0	"2015-10-15T23:01:53.938Z"
7586	"s"	"fqSrrryh6c"	5	2	42	2	1	"right"	3	3	0	"up"	665	1	0	0	140	0	"2015-10-15T23:01:38.242Z"
7587	"s"	"xU9jhFf4Ot"	16	5	142	2	0	"right"	13	3	1	"left"	2105	0	0	0	1549	0	"2015-10-15T23:01:40.774Z"
7588	"s"	"fqSrrryh6c"	5	3	43	2	1	"right"	3	3	0	"up"	576	1	0	0	192	0	"2015-10-15T23:01:39.130Z"
7589	"s"	"fqSrrryh6c"	5	4	44	2	1	"wait"	3	3	0	"up"	884	1	0	0	125	0	"2015-10-15T23:01:40.334Z"
7590	"f"	"GuvhSIUmKw"	9	0	58	0	1	"right"	9	4	1	"right"	757	0	0	0	310	0	"2015-10-15T23:01:57.256Z"
7591	"s"	"xU9jhFf4Ot"	16	6	143	3	0	"right"	13	2	1	"left"	2075	0	0	0	1548	0	"2015-10-15T23:01:43.194Z"
7592	"f"	"GuvhSIUmKw"	9	1	59	1	1	"down"	9	4	1	"wait"	360	1	0	0	295	0	"2015-10-15T23:01:57.926Z"
7593	"s"	"fqSrrryh6c"	5	5	45	2	1	"wait"	3	3	1	"wait"	1016	1	0	0	187	0	"2015-10-15T23:01:41.668Z"
7594	"f"	"GuvhSIUmKw"	9	2	60	1	0	"right"	9	4	1	"left"	328	0	0	0	311	0	"2015-10-15T23:01:58.568Z"
7595	"f"	"GuvhSIUmKw"	9	3	61	2	0	"right"	9	3	1	"left"	368	0	0	0	311	0	"2015-10-15T23:01:59.246Z"
7596	"s"	"xU9jhFf4Ot"	16	7	144	4	0	"up"	13	1	1	"left"	1833	0	1	1	1573	0	"2015-10-15T23:01:45.356Z"
7597	"s"	"fqSrrryh6c"	5	6	46	2	1	"down"	3	3	1	"down"	1413	0	0	0	515	4	"2015-10-15T23:01:43.396Z"
7598	"f"	"GuvhSIUmKw"	9	4	62	3	0	"right"	9	2	1	"left"	540	0	0	0	311	0	"2015-10-15T23:02:00.096Z"
7599	"f"	"GuvhSIUmKw"	9	5	63	4	0	"up"	9	1	1	"left"	326	0	1	1	315	0	"2015-10-15T23:02:00.731Z"
7600	"s"	"fqSrrryh6c"	5	7	47	2	0	"up"	3	3	0	"left"	1823	0	0	0	235	1	"2015-10-15T23:01:45.531Z"
7601	"s"	"fqSrrryh6c"	5	8	48	2	1	"right"	3	2	0	"wait"	367	1	0	0	140	0	"2015-10-15T23:01:46.202Z"
7602	"s"	"fqSrrryh6c"	5	9	49	3	1	"right"	3	2	0	"wait"	297	1	1	0	124	0	"2015-10-15T23:01:46.814Z"
7603	"s"	"xU9jhFf4Ot"	17	0	145	0	1	"right"	14	4	1	"down"	2144	0	0	0	1476	0	"2015-10-15T23:01:50.089Z"
7604	"f"	"GuvhSIUmKw"	10	0	64	0	1	"right"	10	4	1	"right"	636	0	0	0	316	0	"2015-10-15T23:02:03.931Z"
7605	"f"	"GuvhSIUmKw"	10	1	65	1	1	"right"	10	4	1	"left"	327	0	0	0	304	0	"2015-10-15T23:02:04.567Z"
7606	"f"	"GuvhSIUmKw"	10	2	66	2	1	"up"	10	3	1	"wait"	339	1	0	0	298	0	"2015-10-15T23:02:05.218Z"
7607	"f"	"GuvhSIUmKw"	10	3	67	2	2	"right"	10	3	1	"left"	310	0	0	0	304	0	"2015-10-15T23:02:05.839Z"
7608	"f"	"GuvhSIUmKw"	10	4	68	3	2	"down"	10	2	1	"left"	416	0	0	0	308	0	"2015-10-15T23:02:06.564Z"
7609	"s"	"xU9jhFf4Ot"	17	1	146	1	1	"right"	14	4	0	"up"	2160	0	0	0	1350	0	"2015-10-15T23:01:52.585Z"
7610	"s"	"xU9jhFf4Ot"	17	2	147	2	1	"right"	14	4	1	"left"	2025	1	0	0	1282	0	"2015-10-15T23:01:54.971Z"
7611	"f"	"GuvhSIUmKw"	10	5	69	3	1	"right"	10	1	1	"left"	3166	0	1	1	304	0	"2015-10-15T23:02:10.039Z"
7612	"s"	"xU9jhFf4Ot"	17	3	148	2	1	"down"	14	4	1	"left"	2036	0	0	0	1217	0	"2015-10-15T23:01:57.356Z"
7613	"f"	"GuvhSIUmKw"	11	0	70	0	1	"right"	11	4	1	"right"	887	0	0	0	305	0	"2015-10-15T23:02:13.488Z"
